Date,Price,Open,High,Low,Vol.,Change %
5/10/2022,1844.4,1861.9,1866.6,1839.9,0.08K,-0.95%
5/9/2022,1862,1883.6,1883.6,1858.0,0.01K,-1.28%
5/6/2022,1886.2,1873.1,1892.0,1873.1,0.01K,0.38%
5/5/2022,1879,1898.4,1910.2,1878.7,0.05K,0.37%
5/4/2022,1872.1,1871.9,1889.2,1866.1,0.09K,-0.10%
5/3/2022,1873.9,1868.7,1879.3,1859.7,0.16K,0.37%
5/2/2022,1867,1894.5,1894.5,1865.0,0.02K,-2.51%
4/29/2022,1915.1,1909.2,1920.6,1901.2,0.01K,1.07%
4/28/2022,1894.8,1894.8,1894.8,1894.8,170.91K,0.32%
4/27/2022,1888.7,1907.4,1908.1,1881.6,178.20K,-0.81%
4/26/2022,1904.1,1899.8,1912.2,1896.3,166.20K,0.43%
4/25/2022,1896,1931.9,1935.5,1891.8,231.49K,-1.98%
4/22/2022,1934.3,1953.1,1957.8,1928.0,176.68K,-0.71%
4/21/2022,1948.2,1960.0,1960.1,1938.0,154.92K,-0.38%
4/20/2022,1955.6,1952.7,1960.9,1941.0,139.51K,-0.17%
4/19/2022,1959,1981.2,1985.1,1945.5,181.44K,-1.38%
4/18/2022,1986.4,1978.5,2003.0,1974.4,138.13K,0.58%
4/14/2022,1974.9,1981.6,1984.0,1962.7,139.42K,-0.49%
4/13/2022,1984.7,1970.5,1985.8,1966.3,132.03K,0.44%
4/12/2022,1976.1,1957.4,1982.7,1953.0,172.39K,1.43%
4/11/2022,1948.2,1949.6,1974.6,1942.9,184.39K,0.13%
4/8/2022,1945.6,1934.3,1952.2,1930.4,142.50K,0.40%
4/7/2022,1937.8,1928.1,1941.7,1923.3,122.81K,0.76%
4/6/2022,1923.1,1927.6,1937.6,1916.2,153.97K,-0.23%
4/5/2022,1927.5,1937.3,1948.9,1920.9,147.26K,-0.34%
4/4/2022,1934,1927.1,1941.6,1918.2,108.44K,0.54%
4/1/2022,1923.7,1942.4,1944.5,1921.4,135.15K,-1.55%
3/31/2022,1954,1937.3,1955.0,1923.0,155.30K,0.77%
3/30/2022,1939,1924.0,1943.4,1920.1,136.04K,1.24%
3/29/2022,1915.2,1924.3,1930.5,1891.0,2.43K,-1.40%
3/28/2022,1942.3,1959.1,1962.0,1919.0,1.08K,-0.75%
3/25/2022,1956.9,1962.3,1967.4,1946.8,0.63K,-0.41%
3/24/2022,1964.9,1947.4,1969.5,1941.4,1.14K,1.27%
3/23/2022,1940.2,1924.0,1950.8,1920.5,0.81K,0.82%
3/22/2022,1924.4,1938.7,1941.7,1913.6,1.17K,-0.42%
3/21/2022,1932.5,1922.7,1943.2,1922.0,0.64K,0.04%
3/18/2022,1931.7,1945.7,1948.3,1921.6,0.26K,-0.73%
3/17/2022,1946,1930.6,1952.5,1928.3,0.42K,1.78%
3/16/2022,1911.9,1922.7,1932.7,1898.6,0.38K,-1.07%
3/15/2022,1932.6,1958.8,1958.8,1911.6,0.53K,-1.57%
3/14/2022,1963.4,1985.6,1990.0,1956.5,0.19K,-1.22%
3/11/2022,1987.6,2004.1,2004.1,1965.4,0.73K,-0.76%
3/10/2022,2002.9,2000.2,2015.7,1979.1,1.30K,0.61%
3/9/2022,1990.7,2054.8,2071.0,1984.3,0.61K,-2.72%
3/8/2022,2046.3,2004.3,2078.7,1992.6,1.59K,2.38%
3/7/2022,1998.7,1984.3,2008.6,1968.1,1.25K,1.51%
3/4/2022,1968.9,1944.3,1974.0,1940.0,0.79K,1.59%
3/3/2022,1938.1,1933.0,1943.8,1926.5,0.99K,0.70%
3/2/2022,1924.6,1947.2,1951.1,1922.9,0.66K,-1.06%
3/1/2022,1945.3,1909.0,1944.4,1909.0,0.04K,2.27%
2/28/2022,1902.2,1913.0,1919.9,1896.1,0.04K,0.69%
2/25/2022,1889.2,1889.2,1889.2,1889.2,229.78K,-1.93%
2/24/2022,1926.3,1911.9,1976.5,1878.6,423.05K,0.83%
2/23/2022,1910.4,1901.2,1912.9,1891.1,154.84K,0.16%
2/22/2022,1907.4,1903.5,1918.3,1889.7,334.59K,0.00%
2/21/2022,1907.4,1903.5,1918.3,1889.7,334.59K,0.40%
2/18/2022,1899.8,1901.4,1905.0,1888.0,161.75K,-0.12%
2/17/2022,1902,1872.0,1904.0,1869.7,268.55K,1.63%
2/16/2022,1871.5,1855.5,1874.6,1851.8,141.49K,0.82%
2/15/2022,1856.2,1873.8,1881.6,1845.4,214.88K,-0.71%
2/14/2022,1869.4,1862.2,1876.5,1851.9,231.02K,1.48%
2/11/2022,1842.1,1827.0,1867.4,1821.1,239.09K,0.26%
2/10/2022,1837.4,1834.0,1843.3,1821.8,227.46K,0.04%
2/9/2022,1836.6,1827.0,1837.1,1825.5,136.72K,0.48%
2/8/2022,1827.9,1821.5,1829.9,1816.0,142.41K,0.33%
2/7/2022,1821.8,1808.0,1824.6,1807.5,139.81K,0.77%
2/4/2022,1807.8,1805.4,1815.8,1792.1,177.71K,0.21%
2/3/2022,1804.1,1807.4,1809.5,1788.5,173.72K,-0.34%
2/2/2022,1810.3,1800.8,1812.0,1794.6,123.02K,0.49%
2/1/2022,1801.5,1798.9,1809.7,1796.2,128.88K,0.28%
1/31/2022,1796.4,1792.8,1800.9,1785.8,139.42K,0.55%
1/28/2022,1786.6,1799.6,1800.3,1780.6,217.15K,-0.42%
1/27/2022,1794.2,1820.3,1822.5,1792.0,2.18K,-2.01%
1/26/2022,1831,1849.4,1851.6,1816.0,1.86K,-1.25%
1/25/2022,1854.1,1845.2,1855.6,1836.9,0.81K,0.58%
1/24/2022,1843.4,1835.3,1846.0,1831.6,0.82K,0.54%
1/21/2022,1833.5,1841.6,1844.8,1831.0,0.55K,-0.59%
1/20/2022,1844.3,1841.3,1850.1,1839.0,0.77K,-0.02%
1/19/2022,1844.7,1814.0,1845.1,1811.2,0.38K,1.69%
1/18/2022,1814.1,1818.7,1824.2,1806.9,0.34K,0.09%
1/17/2022,1812.4,1818.7,1822.9,1804.7,362.94K,-0.32%
1/14/2022,1818.3,1822.9,1830.6,1816.3,0.13K,-0.27%
1/13/2022,1823.3,1827.8,1827.8,1814.1,0.11K,-0.32%
1/12/2022,1829.1,1822.5,1828.9,1817.7,0.06K,0.48%
1/11/2022,1820.4,1802.2,1824.4,1802.2,0.35K,1.09%
1/10/2022,1800.7,1799.7,1802.4,1792.5,0.54K,0.08%
1/7/2022,1799.3,1792.6,1800.0,1784.0,2.26K,0.46%
1/6/2022,1791,1812.3,1812.3,1788.7,0.66K,-1.95%
1/5/2022,1826.6,1821.9,1831.5,1811.6,0.60K,0.59%
1/4/2022,1815.8,1807.9,1817.0,1801.8,0.46K,0.82%
1/3/2022,1801.1,1826.8,1826.8,1800.2,0.02K,-1.56%
12/31/2021,1829.7,1828.5,1830.2,1823.6,0.02K,0.79%
12/30/2021,1815.3,1815.3,1815.3,1815.3,113.43K,0.53%
12/29/2021,1805.8,1806.6,1808.0,1789.1,138.69K,-0.28%
12/28/2021,1810.9,1812.1,1821.6,1805.5,100.54K,0.12%
12/27/2021,1808.8,1810.2,1814.6,1803.6,84.23K,-0.16%
12/23/2021,1811.7,1805.6,1812.0,1799.0,104.84K,0.53%
12/22/2021,1802.2,1789.4,1806.3,1785.8,110.41K,0.75%
12/21/2021,1788.7,1791.4,1801.7,1785.0,134.15K,-0.33%
12/20/2021,1794.6,1800.2,1804.6,1789.0,105.39K,-0.57%
12/17/2021,1804.9,1801.5,1815.7,1796.5,156.61K,0.37%
12/16/2021,1798.2,1777.9,1800.7,1775.7,167.78K,1.91%
12/15/2021,1764.5,1771.9,1781.3,1753.0,161.10K,-0.44%
12/14/2021,1772.3,1787.6,1789.8,1766.1,153.25K,-0.89%
12/13/2021,1788.3,1784.2,1792.8,1782.2,106.06K,0.20%
12/10/2021,1784.8,1776.3,1791.0,1770.4,142.00K,0.46%
12/9/2021,1776.7,1784.3,1788.4,1773.3,123.97K,-0.49%
12/8/2021,1785.5,1785.1,1794.3,1780.1,109.69K,0.04%
12/7/2021,1784.7,1779.5,1789.3,1772.4,129.89K,0.29%
12/6/2021,1779.5,1787.7,1789.0,1776.4,104.48K,-0.25%
12/3/2021,1783.9,1769.4,1788.0,1766.0,175.18K,1.20%
12/2/2021,1762.7,1783.8,1785.2,1762.2,172.72K,-1.21%
12/1/2021,1784.3,1777.4,1795.7,1773.7,180.34K,0.44%
11/30/2021,1776.5,1786.9,1811.4,1771.2,242.86K,-0.49%
11/29/2021,1785.2,1795.2,1801.5,1782.0,151.37K,-0.10%
11/26/2021,1786.9,1788.4,1817.7,1780.5,2.97K,-0.07%
11/25/2021,1788.1,1792.3,1819.3,1781.6,180.64K,0.14%
11/24/2021,1785.6,1793.4,1797.0,1779.2,0.97K,0.03%
11/23/2021,1785.1,1810.4,1813.1,1783.1,1.86K,-1.25%
11/22/2021,1807.7,1843.0,1851.1,1804.0,1.18K,-2.44%
11/19/2021,1852.9,1864.2,1869.0,1846.0,0.54K,-0.53%
11/18/2021,1862.7,1869.8,1874.5,1858.3,0.49K,-0.47%
11/17/2021,1871.5,1852.7,1871.1,1852.7,0.24K,0.87%
11/16/2021,1855.4,1867.0,1880.1,1852.4,0.65K,-0.67%
11/15/2021,1868,1870.1,1873.1,1860.0,0.24K,-0.09%
11/12/2021,1869.7,1865.9,1872.2,1849.8,0.24K,0.24%
11/11/2021,1865.2,1855.5,1868.9,1847.0,0.19K,0.85%
11/10/2021,1849.5,1827.8,1869.8,1827.8,0.23K,0.96%
11/9/2021,1832,1828.3,1835.1,1822.7,0.14K,0.15%
11/8/2021,1829.2,1818.5,1829.2,1815.5,0.12K,0.62%
11/5/2021,1818,1792.9,1820.7,1788.2,0.10K,1.30%
11/4/2021,1794.7,1773.0,1800.7,1773.0,0.03K,1.68%
11/3/2021,1765.1,1777.0,1777.3,1762.3,0.13K,-1.42%
11/2/2021,1790.6,1797.1,1797.1,1790.2,0.01K,-0.35%
11/1/2021,1796.9,1785.5,1796.9,1783.1,0.03K,0.67%
10/29/2021,1784.9,1789.3,1789.3,1776.9,0.02K,-1.04%
10/28/2021,1803.6,1803.6,1803.6,1803.6,220.88K,0.27%
10/27/2021,1798.8,1795.0,1801.0,1784.3,182.80K,0.30%
10/26/2021,1793.4,1808.7,1809.8,1783.0,197.93K,-0.74%
10/25/2021,1806.8,1794.2,1811.5,1793.0,153.59K,0.58%
10/22/2021,1796.3,1783.7,1815.5,1783.4,312.81K,0.81%
10/21/2021,1781.9,1782.5,1790.3,1776.8,138.73K,-0.17%
10/20/2021,1784.9,1769.4,1789.6,1767.1,174.08K,0.81%
10/19/2021,1770.5,1764.8,1786.0,1763.4,166.97K,0.27%
10/18/2021,1765.7,1767.5,1772.5,1760.3,152.74K,-0.15%
10/15/2021,1768.3,1797.3,1797.7,1765.1,202.63K,-1.65%
10/14/2021,1797.9,1793.6,1801.9,1787.6,164.65K,0.18%
10/13/2021,1794.7,1760.4,1797.4,1757.9,299.04K,2.01%
10/12/2021,1759.3,1753.6,1770.0,1750.5,168.11K,0.21%
10/11/2021,1755.7,1757.4,1761.1,1749.9,114.77K,-0.10%
10/8/2021,1757.4,1757.0,1782.4,1753.6,240.37K,-0.10%
10/7/2021,1759.2,1763.8,1767.7,1752.0,146.41K,-0.15%
10/6/2021,1761.8,1760.5,1765.9,1745.4,159.22K,0.05%
10/5/2021,1760.9,1770.8,1771.1,1748.6,151.42K,-0.38%
10/4/2021,1767.6,1762.6,1771.5,1747.7,166.18K,0.52%
10/1/2021,1758.4,1757.2,1765.2,1749.9,151.20K,0.08%
9/30/2021,1757,1726.0,1765.0,1721.8,246.37K,1.98%
9/29/2021,1722.9,1734.0,1746.0,1721.1,177.39K,-0.81%
9/28/2021,1737,1750.0,1752.9,1728.0,0.96K,-0.82%
9/27/2021,1751.4,1749.2,1759.5,1744.9,0.91K,0.03%
9/24/2021,1750.9,1744.9,1756.1,1740.0,0.54K,0.11%
9/23/2021,1748.9,1767.3,1775.1,1740.0,0.87K,-1.63%
9/22/2021,1777.9,1772.6,1784.5,1765.0,0.12K,0.03%
9/21/2021,1777.3,1764.0,1780.7,1757.8,0.59K,0.82%
9/20/2021,1762.9,1752.2,1766.6,1743.5,0.36K,0.71%
9/17/2021,1750.5,1755.3,1765.6,1748.0,0.46K,-0.30%
9/16/2021,1755.7,1795.4,1795.4,1744.7,0.09K,-2.12%
9/15/2021,1793.7,1804.1,1804.1,1792.0,0.01K,-0.69%
9/14/2021,1806.1,1789.5,1808.0,1781.0,0.03K,0.71%
9/13/2021,1793.3,1788.3,1794.5,1788.3,0.01K,0.13%
9/10/2021,1791,1804.2,1804.2,1788.3,0.01K,-0.44%
9/9/2021,1798.9,1794.1,1796.9,1788.3,0.03K,0.36%
9/8/2021,1792.4,1799.0,1799.0,1785.0,0.01K,-0.28%
9/7/2021,1797.4,1824.0,1824.4,1792.8,0.02K,-0.06%
9/6/2021,1798.5,1833.5,1833.5,1793.7,252.48K,-1.86%
9/3/2021,1832.6,1814.5,1834.2,1813.0,0.01K,1.23%
9/2/2021,1810.4,1811.0,1811.0,1808.4,0.02K,-0.25%
9/1/2021,1814.9,1817.1,1817.4,1809.7,0.04K,-0.11%
8/31/2021,1816.9,1816.9,1816.9,1816.9,170.39K,0.38%
8/30/2021,1810,1810.0,1810.0,1810.0,104.88K,-0.40%
8/27/2021,1817.2,1792.0,1819.6,1783.8,8.73K,1.35%
8/26/2021,1793,1790.5,1798.1,1779.2,4.49K,0.23%
8/25/2021,1788.8,1802.6,1802.7,1781.9,6.78K,-0.97%
8/24/2021,1806.3,1805.2,1809.8,1800.4,3.63K,0.13%
8/23/2021,1804,1780.1,1806.7,1775.9,6.79K,1.25%
8/20/2021,1781.8,1780.3,1788.6,1778.1,3.38K,0.05%
8/19/2021,1780.9,1787.4,1792.2,1772.4,3.63K,-0.08%
8/18/2021,1782.3,1785.9,1793.1,1777.0,3.86K,-0.19%
8/17/2021,1785.7,1786.8,1795.0,1779.9,6.03K,-0.11%
8/16/2021,1787.6,1779.5,1789.0,1769.8,4.52K,0.65%
8/13/2021,1776,1752.7,1779.6,1751.6,6.33K,1.50%
8/12/2021,1749.8,1750.6,1757.2,1740.6,2.72K,-0.08%
8/11/2021,1751.2,1728.1,1754.4,1724.3,5.91K,1.24%
8/10/2021,1729.7,1729.7,1736.9,1716.5,7.20K,0.31%
8/9/2021,1724.4,1763.0,1763.0,1676.4,16.04K,-2.08%
8/6/2021,1761.1,1804.0,1804.4,1757.3,17.61K,-2.52%
8/5/2021,1806.6,1812.2,1815.6,1797.3,8.98K,-0.31%
8/4/2021,1812.2,1810.8,1833.4,1806.1,9.27K,0.03%
8/3/2021,1811.7,1814.1,1815.5,1807.3,4.29K,-0.45%
8/2/2021,1819.8,1814.6,1820.5,1805.9,6.16K,0.29%
7/30/2021,1814.5,1830.3,1832.8,1810.6,7.47K,-1.02%
7/29/2021,1833.2,1808.2,1834.7,1808.2,16.73K,1.80%
7/28/2021,1800.8,1800.2,1810.0,1792.8,2.15K,-0.01%
7/27/2021,1800.9,1798.6,1806.2,1794.0,1.09K,0.03%
7/26/2021,1800.4,1803.4,1812.5,1797.5,0.63K,-0.14%
7/23/2021,1802.9,1808.3,1811.0,1790.2,0.58K,-0.20%
